Portfolio_ID,Manager_Name,Portfolio_Type,Assets_Under_Management_Million,Region,Risk_Exposure_Score,Diversification_Score,Style_Drift_Score,Governance_Compliance_Score,Overall_Risk_Level,Performance_Indicator,GIPS_Compliant,UCITS_Compliant,AIFMD_Compliant,Audit_Report_Generated,Flagged_For_Review,Flag_Reason
PORT_2720627f,Bryan Oliver,Real Assets,8636.65,Asia-Pacific,0.37,0.09,0.03,0.25,High,Below Benchmark,Yes,Yes,No,Yes,No,None
PORT_33d19b94,Amy Wise,Equity,8032.82,Asia-Pacific,0.88,0.89,0.42,0.8,High,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_3012fef0,Matthew Banks,Equity,3883.81,Global,0.72,0.24,0.71,0.85,High,Above Benchmark,No,Yes,No,Yes,No,None
PORT_35627df7,Robert Patterson,Hedge Fund,5664.68,Global,0.25,0.27,0.54,0.65,Moderate,Above Benchmark,Yes,No,Yes,No,No,None
PORT_a0393815,Adam Sutton,Fixed Income,481.27,Asia-Pacific,0.71,0.09,0.24,0.14,Moderate,Below Benchmark,Yes,Yes,No,No,No,None
PORT_ea4ceaec,Grant Knapp,Real Assets,9696.07,Asia-Pacific,0.06,0.73,0.99,0.79,Low,Below Benchmark,Yes,Yes,No,Yes,Yes,Style Drift
PORT_7188fa31,Jake Lane,Hedge Fund,2434.18,Asia-Pacific,0.04,0.64,0.03,0.2,Low,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_5734640e,John Holmes,Hedge Fund,6212.33,Asia-Pacific,0.33,0.42,0.39,0.98,High,Meeting Benchmark,No,No,No,No,Yes,None
PORT_996e2d93,Jay Williams,Real Assets,1184.24,EU,0.84,0.09,0.68,0.09,High,Meeting Benchmark,Yes,No,No,Yes,Yes,Diversification Breach
PORT_33a105e6,Dawn Moore,Real Assets,4921.56,U.S.,0.7,0.81,0.46,0.72,Moderate,Above Benchmark,No,Yes,No,No,No,None
PORT_d28103fe,Carlos Taylor,Real Assets,8672.54,U.S.,0.64,0.97,0.49,0.39,Low,Above Benchmark,No,No,No,No,No,None
PORT_3ecbc01a,Ellen Jarvis,Balanced,5363.2,Asia-Pacific,0.41,0.38,0.14,0.72,Low,Below Benchmark,Yes,Yes,No,No,Yes,None
PORT_d3bf641a,Joseph Velasquez,Fixed Income,3383.76,Global,0.37,0.5,0.26,0.74,High,Meeting Benchmark,Yes,No,Yes,Yes,Yes,Style Drift
PORT_f2037260,Sarah Black,Fixed Income,4549.41,U.S.,0.82,0.3,0.04,0.74,High,Below Benchmark,No,Yes,No,No,No,None
PORT_f004157d,Scott Walton,Real Assets,4698.92,EU,0.11,0.11,0.92,0.08,High,Below Benchmark,Yes,Yes,No,No,No,None
PORT_9648a006,Dana Figueroa,Real Assets,5338.7,U.S.,0.55,0.1,0.77,0.62,Moderate,Below Benchmark,No,Yes,No,No,No,None
PORT_429f69ba,Megan Thompson,Balanced,5513.26,Global,0.55,0.55,0.97,0.81,Low,Below Benchmark,No,Yes,No,No,No,None
PORT_2c9eee53,Amanda Day,Balanced,3835.93,Asia-Pacific,0.62,0.23,0.56,0.94,Moderate,Below Benchmark,No,Yes,No,No,Yes,Diversification Breach
PORT_289e76a7,Calvin Walker,Hedge Fund,6237.64,EU,0.23,0.09,0.23,0.43,Moderate,Meeting Benchmark,No,Yes,Yes,Yes,No,None
PORT_8890ee80,Brandon Dorsey,Real Assets,1935.48,U.S.,0.49,0.52,0.91,0.51,Low,Above Benchmark,No,Yes,Yes,Yes,Yes,None
PORT_499aecd8,Stephen Williams,Real Assets,85.61,U.S.,0.21,0.38,0.91,0.63,Moderate,Meeting Benchmark,No,Yes,No,No,No,None
PORT_0b67811b,Kellie Anderson,Real Assets,964.76,U.S.,0.45,0.39,0.03,0.44,Moderate,Above Benchmark,Yes,No,No,No,No,None
PORT_b5366e90,Jennifer Vargas,Real Assets,4690.58,Asia-Pacific,0.18,0.51,0.88,0.48,Low,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_8be86727,Kathleen Cameron,Balanced,8247.28,Asia-Pacific,0.92,0.53,0.85,0.73,Low,Meeting Benchmark,No,Yes,Yes,No,Yes,Style Drift
PORT_7bf63fae,Karen Wood,Fixed Income,9693.51,U.S.,0.37,0.97,0.76,0.1,Low,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_50ad6baf,Daisy Dominguez,Fixed Income,3135.21,Asia-Pacific,0.96,0.69,0.44,0.71,High,Above Benchmark,No,No,No,No,Yes,Style Drift
PORT_a134ccab,Nicole Calderon,Equity,9103.31,Asia-Pacific,0.44,0.49,0.43,0.55,Low,Below Benchmark,No,Yes,No,No,No,None
PORT_6066cb8d,Logan Brown,Hedge Fund,5471.04,Asia-Pacific,0.17,0.42,0.2,0.11,High,Below Benchmark,No,Yes,Yes,Yes,Yes,None
PORT_55b72771,Stanley Kent,Hedge Fund,7160.92,Asia-Pacific,0.11,0.8,0.87,0.63,Low,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_d1326273,Tamara Olson,Real Assets,4737.63,Asia-Pacific,0.32,0.13,0.32,0.5,High,Above Benchmark,No,No,No,No,No,None
PORT_1f1e22c8,John George,Balanced,4912.79,EU,0.9,0.72,0.51,0.49,Moderate,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_604a8a76,Melissa Dennis,Equity,2967.28,U.S.,0.68,0.66,0.41,0.94,High,Below Benchmark,Yes,Yes,No,Yes,Yes,None
PORT_eac68751,David Green,Balanced,4329.0,Asia-Pacific,0.32,0.58,0.16,0.04,Moderate,Below Benchmark,Yes,No,No,Yes,No,None
PORT_ad85c246,Cameron Ortiz,Real Assets,6109.44,U.S.,0.54,0.01,0.22,0.25,Low,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_8af3169d,Christopher Parrish,Hedge Fund,5301.56,EU,0.38,0.53,0.25,0.46,Low,Below Benchmark,No,Yes,Yes,No,No,None
PORT_63970ef0,Patrick Bryant,Fixed Income,678.11,EU,0.5,0.39,0.56,0.74,High,Meeting Benchmark,No,No,No,Yes,Yes,None
PORT_4a83d989,Tammy Martin,Fixed Income,8208.29,Global,0.33,0.42,0.19,0.95,Moderate,Above Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_875dd293,Jennifer Dyer,Balanced,9423.55,U.S.,0.29,0.29,0.84,0.55,Moderate,Above Benchmark,No,No,Yes,No,Yes,None
PORT_389cbfbc,Luis Villarreal,Fixed Income,7273.72,U.S.,0.44,0.96,0.03,0.53,High,Meeting Benchmark,No,No,No,No,No,None
PORT_9f7a6853,Heidi Rogers,Real Assets,127.65,Asia-Pacific,0.24,0.98,0.05,0.27,Low,Below Benchmark,Yes,No,Yes,No,Yes,Diversification Breach
PORT_16135ff9,Elizabeth Rose,Balanced,1122.26,Global,0.7,0.34,0.73,0.6,Moderate,Above Benchmark,No,Yes,Yes,Yes,Yes,Style Drift
PORT_cec75afa,Francis Hill,Balanced,3031.92,EU,0.95,0.58,0.28,0.09,Low,Below Benchmark,Yes,No,Yes,No,No,None
PORT_a25d5308,Jane Gonzalez,Balanced,7873.54,EU,0.25,0.24,0.32,0.15,High,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_a24c2233,Linda Johnson,Hedge Fund,5518.5,Asia-Pacific,0.07,0.66,0.7,0.02,High,Above Benchmark,No,No,No,Yes,No,None
PORT_044a4927,Dr. Samantha Cervantes,Balanced,3784.23,EU,0.35,0.75,0.08,0.44,Low,Meeting Benchmark,No,Yes,No,No,No,None
PORT_50124e4a,Rebecca Fletcher,Hedge Fund,2882.11,Global,0.86,0.08,0.88,0.38,Low,Below Benchmark,Yes,No,Yes,No,No,None
PORT_122ab45f,Dr. Elizabeth Ayala MD,Fixed Income,2944.31,Global,0.35,0.43,0.21,0.23,Low,Above Benchmark,Yes,No,No,No,No,None
PORT_e7da1883,Sharon Gallagher,Real Assets,4405.87,Global,0.07,0.97,0.1,0.55,High,Above Benchmark,No,Yes,Yes,Yes,Yes,Conflict of Interest
PORT_2a3fb45b,Ian Alvarez,Equity,3346.73,U.S.,0.11,0.01,0.11,0.0,Moderate,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_9342c81b,Ms. Tracey Thomas,Equity,4670.25,Global,0.87,0.11,0.74,0.71,Moderate,Below Benchmark,Yes,Yes,No,Yes,Yes,Diversification Breach
PORT_66fc89be,Anthony Williams,Balanced,7387.62,Global,0.08,0.04,0.68,0.51,Low,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_5d65901b,Jennifer Miller,Equity,842.07,Asia-Pacific,0.56,0.49,0.29,0.48,High,Below Benchmark,Yes,No,No,Yes,No,None
PORT_1fbcd81a,Tracy Martin,Equity,6280.24,Global,0.12,0.49,0.4,0.35,Moderate,Above Benchmark,No,Yes,No,Yes,No,None
PORT_33f91224,Dalton King,Balanced,4951.04,Global,0.47,0.45,0.41,0.6,Low,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_18bc1ce6,Hunter Smith,Hedge Fund,75.11,U.S.,0.77,0.77,0.76,0.51,Moderate,Below Benchmark,Yes,Yes,No,No,No,None
PORT_c5e122ef,Marc Burns,Real Assets,2340.27,Global,0.07,0.75,0.03,0.52,High,Meeting Benchmark,Yes,No,No,Yes,Yes,Style Drift
PORT_73a96ea6,Jeremy Lewis,Balanced,972.42,Asia-Pacific,0.74,0.38,0.95,0.91,Low,Above Benchmark,No,Yes,Yes,No,No,None
PORT_fe8b7539,David Jones,Hedge Fund,4349.32,EU,0.62,0.64,0.72,0.34,Moderate,Below Benchmark,Yes,No,Yes,Yes,Yes,Style Drift
PORT_b7f926ca,Linda Hamilton,Balanced,5957.14,Asia-Pacific,0.85,0.42,0.65,0.81,High,Above Benchmark,No,No,Yes,No,No,None
PORT_714677af,Crystal Ortega,Balanced,4622.74,U.S.,0.93,0.28,0.14,0.28,Moderate,Below Benchmark,Yes,No,Yes,No,No,None
PORT_6b6fc766,Jonathan Baker,Fixed Income,466.18,EU,0.84,0.98,1.0,0.56,High,Below Benchmark,No,Yes,Yes,No,No,None
PORT_104c8b84,Valerie Campbell,Fixed Income,4700.3,EU,0.3,0.25,0.39,0.73,High,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_0e6de0ec,Casey Hale,Hedge Fund,2835.35,Asia-Pacific,0.38,0.71,0.39,0.34,Moderate,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_f58cbe65,Brianna Brown,Real Assets,6764.43,U.S.,0.99,0.88,0.03,0.59,Low,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_d12aa1b0,John Schneider,Fixed Income,9287.79,U.S.,0.38,0.38,0.57,0.12,High,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_c730bafd,Danielle Ruiz,Fixed Income,4425.9,EU,0.33,0.97,0.4,0.97,Moderate,Above Benchmark,No,Yes,No,Yes,No,None
PORT_52613092,Connor Carroll,Equity,4996.64,Asia-Pacific,0.07,0.25,0.24,0.29,Moderate,Below Benchmark,Yes,No,No,Yes,No,None
PORT_dd6ba174,Benjamin Harris,Hedge Fund,3703.76,Asia-Pacific,0.93,0.29,1.0,0.63,High,Above Benchmark,No,Yes,Yes,Yes,Yes,Diversification Breach
PORT_85d07f3f,Katelyn Carpenter,Real Assets,762.89,Asia-Pacific,0.2,0.05,0.3,0.99,Low,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_85f2b305,Kathleen Robinson,Balanced,9734.2,U.S.,0.56,0.34,0.78,0.38,High,Above Benchmark,Yes,Yes,Yes,Yes,Yes,Style Drift
PORT_fe546649,Patricia Cox,Hedge Fund,651.77,Asia-Pacific,0.8,0.14,0.12,0.03,Low,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_0c8e0340,Omar Castillo,Balanced,3892.29,Asia-Pacific,0.08,0.94,0.95,0.96,Moderate,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_607450bf,Michael May,Fixed Income,8643.18,EU,0.71,0.72,0.92,0.94,High,Meeting Benchmark,Yes,Yes,No,No,Yes,Conflict of Interest
PORT_d275fbbb,Jon Snow,Balanced,54.75,EU,0.5,0.43,0.43,0.93,High,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_9cb22918,Lawrence Roberts,Equity,6748.59,Asia-Pacific,0.59,0.49,0.02,0.29,High,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_1ff1f68c,Latoya Cook,Real Assets,3345.44,EU,0.18,0.12,0.15,0.17,Moderate,Meeting Benchmark,No,Yes,No,No,No,None
PORT_63b15d9b,Kevin Johnson,Hedge Fund,9656.19,Asia-Pacific,0.6,0.88,0.5,0.17,High,Below Benchmark,Yes,No,No,No,Yes,Style Drift
PORT_fe15d0fa,Michael Parker,Real Assets,5821.9,U.S.,0.18,0.22,0.97,0.71,Moderate,Meeting Benchmark,No,No,No,No,Yes,Diversification Breach
PORT_716d59a8,Ryan Thomas,Equity,3514.53,U.S.,0.83,0.27,0.2,0.0,High,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_0b7ffcf4,Amy Chan,Equity,4806.46,Global,0.62,0.7,0.79,0.43,High,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_7900e727,Morgan Chen,Fixed Income,3869.51,Global,0.86,0.09,0.73,0.05,Low,Below Benchmark,Yes,No,No,Yes,No,None
PORT_468580d9,Seth Meyers,Balanced,1518.9,Global,0.94,0.85,0.89,0.81,Moderate,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_1f16e14e,Jessica Thompson,Equity,4737.28,Asia-Pacific,0.46,0.09,0.69,0.13,High,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_dd789de2,Steven Johnson,Fixed Income,9718.48,Asia-Pacific,0.13,0.67,0.58,0.98,Low,Below Benchmark,No,No,Yes,No,No,None
PORT_6ed4bc16,Christopher Smith,Real Assets,3287.11,Global,0.88,0.5,0.16,0.2,High,Below Benchmark,Yes,No,No,No,No,None
PORT_e1360128,Autumn Edwards,Fixed Income,8799.67,Asia-Pacific,0.45,0.02,0.15,0.69,Moderate,Below Benchmark,No,No,Yes,No,No,None
PORT_21cb78db,William Davis,Hedge Fund,3310.49,Global,0.64,0.54,0.07,0.27,Low,Meeting Benchmark,No,Yes,No,Yes,Yes,Style Drift
PORT_93b3ec95,Larry Malone,Hedge Fund,280.11,U.S.,0.11,0.74,0.61,0.12,Moderate,Meeting Benchmark,No,No,No,No,No,None
PORT_0b740f5e,Lonnie Branch,Hedge Fund,4818.56,EU,0.22,0.19,0.73,0.99,Moderate,Below Benchmark,Yes,No,No,No,No,None
PORT_8637d47d,Bradley Wilson,Hedge Fund,174.28,U.S.,0.46,0.74,0.04,0.09,Low,Below Benchmark,No,Yes,Yes,No,No,None
PORT_0c0e8022,Darren Jones,Balanced,577.57,Global,0.39,0.01,0.14,0.41,Moderate,Below Benchmark,Yes,No,No,Yes,No,None
PORT_ed792ea9,Amanda Bennett,Fixed Income,9170.3,U.S.,0.6,0.49,0.03,0.85,Low,Above Benchmark,No,No,No,No,No,None
PORT_26604ee3,Samantha Hobbs,Hedge Fund,1014.9,Asia-Pacific,0.95,0.38,0.33,0.97,Moderate,Meeting Benchmark,No,Yes,Yes,Yes,Yes,Diversification Breach
PORT_019dde41,Jacob Wheeler,Fixed Income,8403.41,Global,0.89,0.97,0.43,0.67,High,Below Benchmark,Yes,No,No,Yes,Yes,Style Drift
PORT_5223c697,Patricia Lopez,Balanced,9435.73,EU,0.17,0.28,0.87,0.31,High,Meeting Benchmark,No,Yes,Yes,Yes,No,None
PORT_5114160b,Jasmine Edwards,Hedge Fund,2289.02,Asia-Pacific,0.1,0.19,0.6,0.41,Low,Meeting Benchmark,No,No,No,Yes,No,None
PORT_8e86bced,James Watson,Hedge Fund,9907.59,Asia-Pacific,0.88,0.39,0.28,0.78,Moderate,Above Benchmark,No,Yes,No,Yes,No,None
PORT_42882c19,Denise Green,Hedge Fund,5515.56,Asia-Pacific,0.81,0.3,0.85,0.47,Low,Below Benchmark,No,No,No,Yes,No,None
PORT_cf87df17,Katrina Martin,Fixed Income,1987.56,Asia-Pacific,0.34,0.34,0.79,0.59,High,Above Benchmark,Yes,Yes,Yes,No,Yes,Diversification Breach
PORT_60559107,James Williams,Fixed Income,1118.29,EU,0.91,0.2,0.91,0.84,Moderate,Below Benchmark,Yes,No,No,Yes,Yes,None
PORT_da8726a5,Carol Peterson,Balanced,5322.61,Global,0.85,0.1,0.85,0.42,High,Above Benchmark,Yes,Yes,No,No,No,None
PORT_a5ed3e9e,Gerald Crawford,Real Assets,6847.41,U.S.,0.48,0.75,0.19,0.8,Moderate,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_d6e8250c,Raymond Pitts,Equity,3514.72,Global,0.8,0.93,0.09,0.01,Low,Meeting Benchmark,No,Yes,Yes,Yes,No,None
PORT_bfdbdd7b,Robert Walton,Equity,2709.3,EU,0.41,0.9,0.1,0.87,High,Below Benchmark,No,No,Yes,Yes,Yes,Conflict of Interest
PORT_027bc298,Deborah Franco,Equity,7254.44,Asia-Pacific,0.25,0.66,0.31,0.51,Moderate,Meeting Benchmark,Yes,No,Yes,No,No,None
PORT_27e2aca2,Kenneth Perez,Hedge Fund,4313.15,EU,0.97,0.02,0.07,0.95,Moderate,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_85370886,Amber Wolf,Balanced,6027.6,Asia-Pacific,0.22,0.38,0.89,0.7,Moderate,Below Benchmark,No,Yes,No,No,No,None
PORT_26f86409,Crystal Fisher,Hedge Fund,9353.42,Global,0.75,0.32,0.84,0.57,High,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_d781b11c,Melissa Smith,Real Assets,5634.34,Asia-Pacific,0.79,0.37,0.05,0.59,High,Meeting Benchmark,Yes,No,No,No,No,None
PORT_4af95332,Kimberly Ball,Real Assets,7382.91,U.S.,0.63,0.41,0.67,0.25,Moderate,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_5826d1a3,Charles Sharp,Hedge Fund,2962.04,EU,0.28,0.53,0.87,0.67,Low,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_52fd9e10,Amber Murphy,Equity,7190.33,U.S.,0.46,0.87,0.25,0.09,High,Below Benchmark,No,No,No,Yes,No,None
PORT_7f1d3ee4,Michael Gutierrez,Equity,2562.28,U.S.,0.69,0.71,0.4,0.7,High,Below Benchmark,Yes,No,No,Yes,No,None
PORT_5c06206a,Jaime Crawford,Balanced,4168.55,Asia-Pacific,0.23,0.33,0.36,0.55,High,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_0c6feeaf,Diamond Mendez,Hedge Fund,589.42,Global,0.01,0.55,0.29,0.53,Low,Meeting Benchmark,No,No,Yes,Yes,No,None
PORT_8e9ae661,David Rodriguez,Balanced,126.09,Global,0.49,0.58,0.9,0.87,Moderate,Above Benchmark,Yes,No,Yes,Yes,Yes,None
PORT_8b8b8bdf,Dr. Joseph Navarro,Equity,5868.11,EU,0.17,0.21,0.34,0.38,Moderate,Below Benchmark,Yes,Yes,No,Yes,No,None
PORT_7c43028b,Matthew Hart,Equity,3636.62,Asia-Pacific,0.79,0.26,0.35,0.78,Moderate,Above Benchmark,No,No,Yes,No,Yes,Style Drift
PORT_2494fd43,Steven Wells,Hedge Fund,3750.79,Asia-Pacific,0.57,0.37,0.77,0.92,Moderate,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_e0218482,Alexis Brewer,Fixed Income,1663.83,EU,0.21,0.52,0.49,0.1,Low,Above Benchmark,No,Yes,No,No,Yes,Diversification Breach
PORT_ac384d1f,Valerie Becker,Equity,3730.11,U.S.,0.14,0.37,0.27,0.85,High,Above Benchmark,No,No,No,Yes,No,None
PORT_258f595f,Kevin Chavez,Hedge Fund,496.94,EU,0.09,0.08,0.53,0.09,Moderate,Meeting Benchmark,Yes,Yes,Yes,Yes,Yes,None
PORT_86ab8b58,Jeremy Barrett,Hedge Fund,8946.01,EU,0.08,0.81,0.77,0.95,High,Above Benchmark,No,Yes,Yes,Yes,Yes,Conflict of Interest
PORT_f0370b99,Michael Irwin,Fixed Income,6302.92,EU,1.0,0.61,0.0,0.29,Low,Above Benchmark,No,No,No,Yes,No,None
PORT_701e6045,Erika Dawson,Fixed Income,4842.41,U.S.,0.17,0.96,0.04,0.56,Low,Meeting Benchmark,Yes,No,No,No,No,None
PORT_91c9673e,Zachary Frazier,Equity,1690.94,U.S.,0.49,0.68,0.36,0.74,High,Meeting Benchmark,Yes,No,Yes,No,No,None
PORT_b3bf97b0,Tyler Nelson,Real Assets,8591.69,EU,0.63,0.94,0.35,0.79,High,Meeting Benchmark,Yes,Yes,No,Yes,Yes,Style Drift
PORT_35926c8e,Sydney Carey,Balanced,5034.83,Asia-Pacific,0.39,0.77,0.92,0.52,High,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_e7aaa167,Troy Brown,Hedge Fund,5844.09,EU,0.05,0.94,0.31,0.72,High,Above Benchmark,Yes,Yes,No,Yes,No,None
PORT_f70f041b,David Smith,Fixed Income,8688.87,Asia-Pacific,0.24,0.27,0.3,0.17,High,Below Benchmark,Yes,Yes,No,Yes,Yes,None
PORT_e9fe0729,Brandon Thompson,Real Assets,3313.93,EU,0.33,0.45,0.99,0.26,Moderate,Below Benchmark,No,Yes,No,Yes,No,None
PORT_332e74d9,Nancy Bass,Fixed Income,3243.46,U.S.,0.22,0.28,0.88,0.63,Moderate,Below Benchmark,No,No,Yes,No,Yes,Diversification Breach
PORT_1b693bca,Leonard Arias,Balanced,219.5,Global,0.48,0.62,0.53,0.32,Moderate,Above Benchmark,Yes,No,No,No,No,None
PORT_105fe8eb,Frank Ryan,Real Assets,4233.74,Global,0.93,0.69,0.39,0.92,Moderate,Above Benchmark,No,Yes,No,Yes,Yes,None
PORT_c5dc6eb1,Rhonda Valdez,Hedge Fund,1117.51,Global,0.52,0.94,0.45,0.49,Moderate,Below Benchmark,No,Yes,No,No,No,None
PORT_073216d0,Ronald Delacruz,Equity,3777.93,EU,0.1,0.44,0.35,0.61,High,Above Benchmark,No,No,No,Yes,No,None
PORT_ecb1d7f7,Shannon Clayton,Balanced,5580.16,Asia-Pacific,0.88,0.09,0.68,0.33,Moderate,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_90e4bafc,Ryan Kelly,Hedge Fund,4230.2,U.S.,0.02,0.44,0.26,0.52,Moderate,Above Benchmark,No,No,Yes,Yes,No,None
PORT_78d02872,Rebecca Mata,Balanced,9335.88,U.S.,0.87,0.7,0.72,0.94,High,Meeting Benchmark,No,No,No,No,No,None
PORT_07dd61f4,Kelly Gilbert,Real Assets,7793.81,EU,0.42,0.56,0.06,0.77,Moderate,Below Benchmark,No,Yes,Yes,Yes,Yes,Conflict of Interest
PORT_921a9967,Randall Summers,Hedge Fund,3798.31,EU,0.11,0.91,0.23,0.81,Moderate,Above Benchmark,Yes,Yes,No,Yes,No,None
PORT_1f87562f,Keith Rogers,Balanced,154.34,Asia-Pacific,0.36,0.56,0.99,0.17,High,Above Benchmark,Yes,Yes,No,No,Yes,None
PORT_736fffad,Rebecca Patterson DVM,Real Assets,4868.2,EU,0.75,0.98,0.25,0.89,Moderate,Below Benchmark,Yes,Yes,No,Yes,Yes,Style Drift
PORT_b8fd8210,Adam Becker MD,Fixed Income,4706.01,EU,0.64,0.6,0.35,0.57,Low,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_f37316b4,Courtney Campos,Real Assets,9425.93,EU,0.47,0.23,0.5,0.86,Moderate,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_d16f1d7a,Richard White,Real Assets,6894.8,Asia-Pacific,0.78,0.53,0.73,0.28,Low,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_beea5dc5,Renee Walsh,Equity,4807.14,EU,0.31,0.41,0.58,0.8,Low,Meeting Benchmark,No,No,Yes,Yes,Yes,Diversification Breach
PORT_f3918b9a,Rachel Green,Fixed Income,6313.15,Global,0.91,0.26,0.84,0.3,Low,Below Benchmark,Yes,No,No,Yes,No,None
PORT_55290bc2,Mrs. Nancy Davis,Equity,2301.65,U.S.,0.68,0.3,0.87,0.18,Low,Below Benchmark,Yes,Yes,Yes,No,Yes,Style Drift
PORT_e1d50213,Christine Khan,Balanced,87.25,Global,0.38,0.4,0.35,0.33,Moderate,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_acc079ac,Mark Maxwell,Hedge Fund,9326.07,Global,0.25,0.04,0.22,0.7,Low,Above Benchmark,No,No,Yes,No,Yes,None
PORT_8c52c079,Jessica Lopez,Balanced,4989.7,U.S.,0.89,0.02,0.26,0.2,Moderate,Below Benchmark,No,No,Yes,No,Yes,Style Drift
PORT_e87c0702,Chad Walker,Hedge Fund,9214.27,Asia-Pacific,0.93,0.24,0.82,0.41,Moderate,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_c67ae269,Brooke Robertson,Hedge Fund,8422.29,Asia-Pacific,0.7,0.65,0.45,0.77,Moderate,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_fafbae42,Beverly Perez,Balanced,5378.45,Global,0.5,0.14,0.02,0.18,Moderate,Above Benchmark,No,No,No,No,No,None
PORT_5e1e28f9,Cynthia Oliver,Equity,3848.23,Asia-Pacific,0.03,0.21,0.93,0.92,Low,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_cfa9be6b,Sherry Everett,Balanced,9078.9,Asia-Pacific,0.37,0.68,0.48,0.34,Low,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_e5fba88a,Amber Robinson,Real Assets,9298.25,Asia-Pacific,0.22,0.12,0.48,0.89,High,Above Benchmark,Yes,Yes,No,No,Yes,Style Drift
PORT_1e49af0d,William Simon,Real Assets,1780.41,Asia-Pacific,0.45,0.18,0.62,0.98,High,Meeting Benchmark,No,Yes,No,No,No,None
PORT_688a1173,Wendy Sherman,Equity,8570.73,Asia-Pacific,0.64,0.24,0.53,0.26,Low,Above Benchmark,No,Yes,No,No,No,None
PORT_ed67b214,Christopher Walker,Balanced,9705.98,Asia-Pacific,0.78,0.0,0.01,0.9,Low,Below Benchmark,No,No,No,No,No,None
PORT_1b703229,John Stephens,Balanced,1744.0,U.S.,0.94,0.38,0.17,0.96,Low,Above Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_b3982baa,John Wood,Balanced,8257.74,Global,0.8,0.62,0.91,0.18,Moderate,Meeting Benchmark,Yes,No,Yes,No,No,None
PORT_9908690f,Ashley Yates,Real Assets,7372.93,EU,0.72,0.77,0.88,0.17,High,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_6dc36a4c,Michael Bond,Equity,3125.52,Asia-Pacific,0.48,0.91,0.94,0.55,Low,Above Benchmark,No,No,Yes,No,No,None
PORT_d69b25ef,Shannon Smith,Real Assets,705.75,Asia-Pacific,0.13,0.1,0.98,0.26,Moderate,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_973772fa,Nicole Eaton,Real Assets,5709.94,EU,0.3,0.58,0.76,0.06,Low,Below Benchmark,No,Yes,No,No,No,None
PORT_036b20df,Christopher Gordon,Fixed Income,1437.99,Asia-Pacific,0.05,0.5,0.98,0.75,Low,Above Benchmark,Yes,Yes,No,No,Yes,Diversification Breach
PORT_e635cc92,Jennifer Fletcher,Hedge Fund,2626.76,Global,0.97,0.81,0.64,0.49,Low,Above Benchmark,No,Yes,Yes,No,Yes,Conflict of Interest
PORT_7e141106,Bryan Rogers,Fixed Income,5305.75,Asia-Pacific,0.09,0.77,0.09,0.36,High,Below Benchmark,Yes,Yes,No,No,No,None
PORT_904525f5,Steven Flores,Equity,3940.22,EU,0.42,0.63,0.9,0.73,Low,Below Benchmark,Yes,No,Yes,No,No,None
