CardholderID,AccountNumber,CreditLimit,AvailableCredit,TotalSpentThisMonth,MinimumPayment,PaymentStatus,InterestRate,FeesCharged,RecentLargeTransactions,RiskScore,ComplianceIssues,LastPaymentDate,NextPaymentDueDate
825,702428359,18635,12733,5902,295.1,Very Late,0.19,35,No,62,TILA,2023-01-01,2023-01-02
826,720716389,8895,6143,2752,137.6,Late,0.19,15,Yes,68,None,2023-01-01,2023-01-02
827,983289035,16994,14285,2709,135.45,Very Late,0.2,0,No,79,None,2023-01-01,2023-01-02
828,558513815,13552,12398,1154,57.7,On-Time,0.14,15,No,94,None,2023-01-01,2023-01-02
829,615965595,19959,14738,5221,261.05,Very Late,0.1,15,No,67,None,2023-01-01,2023-01-02
830,467907188,9099,4694,4405,220.25,On-Time,0.24,15,No,63,None,2023-01-01,2023-01-02
831,217601287,12499,8646,3853,192.65,Very Late,0.14,0,No,85,None,2023-01-01,2023-01-02
832,828769657,6178,4863,1315,65.75,On-Time,0.2,25,No,85,None,2023-01-01,2023-01-02
833,907974235,9116,7371,1745,87.25,On-Time,0.21,0,No,69,None,2023-01-01,2023-01-02
834,730708899,18563,10034,8529,426.45,Late,0.19,15,No,68,None,2023-01-01,2023-01-02
835,693858183,6568,3942,2626,131.3,On-Time,0.15,0,No,94,Late Fee Issues,2023-01-01,2023-01-02
836,543894457,12847,12838,9,0.45,Late,0.14,35,No,93,None,2023-01-01,2023-01-02
837,459300273,17135,12991,4144,207.2,Late,0.19,25,No,56,None,2023-01-01,2023-01-02
838,168452891,4742,3232,1510,75.5,Late,0.23,0,No,93,None,2023-01-01,2023-01-02
839,433867739,3619,2997,622,31.1,Very Late,0.24,35,No,53,None,2023-01-01,2023-01-02
840,573928548,4939,3595,1344,67.2,Very Late,0.12,25,No,83,None,2023-01-01,2023-01-02
841,142734307,19001,18271,730,36.5,Very Late,0.12,35,No,51,None,2023-01-01,2023-01-02
842,972912794,3968,2376,1592,79.6,Very Late,0.24,25,No,54,None,2023-01-01,2023-01-02
843,951098101,17846,12956,4890,244.5,On-Time,0.21,0,No,59,None,2023-01-01,2023-01-02
844,238795966,3281,2311,970,48.5,On-Time,0.23,35,No,81,None,2023-01-01,2023-01-02
845,255032720,18360,16712,1648,82.4,Very Late,0.13,15,No,91,None,2023-01-01,2023-01-02
846,227833288,9262,5034,4228,211.4,On-Time,0.19,35,No,90,None,2023-01-01,2023-01-02
847,355669152,4058,2452,1606,80.3,On-Time,0.21,25,No,62,UDAAP,2023-01-01,2023-01-02
848,792377588,13724,11594,2130,106.5,Late,0.2,0,No,88,None,2023-01-01,2023-01-02
849,373997523,8178,6074,2104,105.2,Late,0.16,25,No,54,None,2023-01-01,2023-01-02
850,541444812,9980,5509,4471,223.55,Late,0.1,35,No,59,None,2023-01-01,2023-01-02
851,893414363,12200,9804,2396,119.8,Late,0.19,35,No,59,TILA,2023-01-01,2023-01-02
852,190012399,4229,3959,270,13.5,On-Time,0.14,15,No,87,None,2023-01-01,2023-01-02
853,798434460,11467,9961,1506,75.3,Very Late,0.17,0,No,76,None,2023-01-01,2023-01-02
854,672025740,5289,3131,2158,107.9,On-Time,0.24,0,No,70,None,2023-01-01,2023-01-02
855,791177005,4239,4164,75,3.75,On-Time,0.16,35,No,57,Late Fee Issues,2023-01-01,2023-01-02
856,427278114,8370,5141,3229,161.45,On-Time,0.23,0,No,50,None,2023-01-01,2023-01-02
857,411545084,19170,12905,6265,313.25,Late,0.13,15,No,77,None,2023-01-01,2023-01-02
858,918327941,3125,3085,40,2.0,Late,0.2,25,No,98,Late Fee Issues,2023-01-01,2023-01-02
859,958134097,15504,10218,5286,264.3,Late,0.25,0,No,88,Late Fee Issues,2023-01-01,2023-01-02
860,815709298,18398,15709,2689,134.45,Very Late,0.12,35,No,63,TILA,2023-01-01,2023-01-02
861,448590788,9638,7312,2326,116.3,On-Time,0.1,25,No,70,None,2023-01-01,2023-01-02
862,587114542,9570,6760,2810,140.5,Very Late,0.17,25,No,79,None,2023-01-01,2023-01-02
863,826607768,6249,3733,2516,125.8,Late,0.11,15,No,70,None,2023-01-01,2023-01-02
864,822598337,12110,8639,3471,173.55,Very Late,0.21,35,No,98,None,2023-01-01,2023-01-02
865,455401737,10595,10583,12,0.6,On-Time,0.24,0,No,58,None,2023-01-01,2023-01-02
866,884812855,16605,10667,5938,296.9,On-Time,0.17,35,No,66,None,2023-01-01,2023-01-02
867,644006941,15115,7896,7219,360.95,Late,0.14,25,No,54,None,2023-01-01,2023-01-02
868,598490609,9294,5673,3621,181.05,Late,0.17,35,No,80,None,2023-01-01,2023-01-02
869,321568250,8757,5074,3683,184.15,Very Late,0.21,0,No,89,None,2023-01-01,2023-01-02
870,294212716,15595,12122,3473,173.65,Late,0.1,0,No,87,None,2023-01-01,2023-01-02
871,807957764,4969,3755,1214,60.7,Late,0.19,15,No,92,None,2023-01-01,2023-01-02
872,213245302,13985,10863,3122,156.1,On-Time,0.19,0,No,68,None,2023-01-01,2023-01-02
873,792585463,7470,4006,3464,173.2,Late,0.2,0,No,85,None,2023-01-01,2023-01-02
874,643156000,13225,12573,652,32.6,Late,0.14,35,Yes,99,None,2023-01-01,2023-01-02
875,218550901,12556,6757,5799,289.95,On-Time,0.21,35,No,82,None,2023-01-01,2023-01-02
876,360074560,12206,11586,620,31.0,On-Time,0.11,25,No,62,None,2023-01-01,2023-01-02
877,746035632,12991,9201,3790,189.5,Very Late,0.13,15,No,63,None,2023-01-01,2023-01-02
878,644339722,10519,8874,1645,82.25,Late,0.23,35,No,82,Late Fee Issues,2023-01-01,2023-01-02
879,504288340,16669,12157,4512,225.6,On-Time,0.21,0,No,78,None,2023-01-01,2023-01-02
880,662171966,7612,6949,663,33.15,Very Late,0.1,25,No,92,None,2023-01-01,2023-01-02
881,714135000,15373,11882,3491,174.55,Very Late,0.14,35,No,98,Late Fee Issues,2023-01-01,2023-01-02
882,440007738,18552,12678,5874,293.7,Late,0.13,15,No,85,None,2023-01-01,2023-01-02
883,495647770,17646,13958,3688,184.4,Late,0.14,15,No,93,UDAAP,2023-01-01,2023-01-02
884,396702640,8238,6859,1379,68.95,Very Late,0.14,25,No,59,Late Fee Issues,2023-01-01,2023-01-02
885,479368908,18577,14334,4243,212.15,On-Time,0.11,25,No,80,None,2023-01-01,2023-01-02
886,372781216,18504,11997,6507,325.35,Very Late,0.17,25,No,55,UDAAP,2023-01-01,2023-01-02
887,258148712,6719,4994,1725,86.25,Late,0.21,25,No,50,None,2023-01-01,2023-01-02
888,807894370,3302,2901,401,20.05,On-Time,0.19,25,No,56,None,2023-01-01,2023-01-02
889,674890494,15144,12491,2653,132.65,On-Time,0.2,0,No,76,None,2023-01-01,2023-01-02
890,200532608,13055,7444,5611,280.55,Very Late,0.11,0,No,70,None,2023-01-01,2023-01-02
891,158720660,7440,5409,2031,101.55,Late,0.24,35,No,77,TILA,2023-01-01,2023-01-02
892,342130927,6072,5844,228,11.4,Very Late,0.23,15,No,65,None,2023-01-01,2023-01-02
893,423664694,16598,12675,3923,196.15,Very Late,0.22,0,No,95,None,2023-01-01,2023-01-02
894,592728837,17287,8828,8459,422.95,Very Late,0.22,0,No,72,None,2023-01-01,2023-01-02
895,923407067,16965,11053,5912,295.6,On-Time,0.24,0,No,69,None,2023-01-01,2023-01-02
896,370157776,12519,7389,5130,256.5,On-Time,0.18,35,No,87,None,2023-01-01,2023-01-02
897,247516100,16380,10941,5439,271.95,Late,0.13,25,No,74,None,2023-01-01,2023-01-02
898,800791554,14865,10644,4221,211.05,Late,0.19,35,No,77,Late Fee Issues,2023-01-01,2023-01-02
899,338077364,11125,9400,1725,86.25,Very Late,0.21,15,No,54,None,2023-01-01,2023-01-02
900,465714454,6291,5179,1112,55.6,Very Late,0.21,15,No,70,Late Fee Issues,2023-01-01,2023-01-02
901,181550308,7033,3607,3426,171.3,Very Late,0.18,15,No,67,None,2023-01-01,2023-01-02
902,936512420,8105,5430,2675,133.75,Late,0.11,15,No,96,None,2023-01-01,2023-01-02
903,130413513,11133,5662,5471,273.55,On-Time,0.16,0,No,55,None,2023-01-01,2023-01-02
904,527982281,19958,15174,4784,239.2,On-Time,0.24,0,No,78,None,2023-01-01,2023-01-02
905,649113938,8704,7424,1280,64.0,Very Late,0.19,35,No,68,None,2023-01-01,2023-01-02
906,961330509,10848,9616,1232,61.6,Very Late,0.18,25,No,82,Late Fee Issues,2023-01-01,2023-01-02
907,980662984,15975,11599,4376,218.8,Very Late,0.14,15,No,50,None,2023-01-01,2023-01-02
908,654735469,9924,5386,4538,226.9,Very Late,0.16,35,No,94,UDAAP,2023-01-01,2023-01-02
909,106195200,3488,2652,836,41.8,Late,0.23,0,No,52,None,2023-01-01,2023-01-02
910,976392498,10114,5630,4484,224.2,On-Time,0.2,0,No,91,None,2023-01-01,2023-01-02
911,206222252,18740,9932,8808,440.4,Very Late,0.22,25,No,70,None,2023-01-01,2023-01-02
912,556016588,6173,6027,146,7.3,Late,0.17,25,No,84,UDAAP,2023-01-01,2023-01-02
913,990035971,4667,4147,520,26.0,Very Late,0.19,25,Yes,90,None,2023-01-01,2023-01-02
914,650703552,7114,6485,629,31.45,Very Late,0.14,35,No,89,Late Fee Issues,2023-01-01,2023-01-02
915,837448816,6553,4072,2481,124.05,On-Time,0.21,0,No,52,Late Fee Issues,2023-01-01,2023-01-02
916,130061031,10761,10473,288,14.4,Very Late,0.16,0,No,74,None,2023-01-01,2023-01-02
917,607356959,4000,2591,1409,70.45,On-Time,0.17,25,No,94,None,2023-01-01,2023-01-02
918,301418785,18638,10433,8205,410.25,On-Time,0.2,15,No,87,None,2023-01-01,2023-01-02
919,564555355,8450,8194,256,12.8,On-Time,0.24,25,No,94,None,2023-01-01,2023-01-02
920,180197726,6712,4991,1721,86.05,Late,0.11,35,No,69,None,2023-01-01,2023-01-02
921,587726151,4367,2944,1423,71.15,Late,0.22,25,No,93,None,2023-01-01,2023-01-02
922,195282726,11189,5863,5326,266.3,On-Time,0.14,25,No,94,None,2023-01-01,2023-01-02
923,836901273,12013,7060,4953,247.65,Very Late,0.17,35,No,83,None,2023-01-01,2023-01-02
924,187220897,19838,16848,2990,149.5,On-Time,0.1,25,No,70,None,2023-01-01,2023-01-02
925,195856757,6726,5531,1195,59.75,Very Late,0.15,0,No,97,None,2023-01-01,2023-01-02
926,449487874,7806,7343,463,23.15,On-Time,0.18,15,No,72,None,2023-01-01,2023-01-02
927,186601594,5190,4921,269,13.45,Very Late,0.11,25,No,55,None,2023-01-01,2023-01-02
928,348151345,12108,10864,1244,62.2,Late,0.17,35,No,62,None,2023-01-01,2023-01-02
929,538866187,15178,11955,3223,161.15,Very Late,0.24,15,No,98,Late Fee Issues,2023-01-01,2023-01-02
930,385124544,5875,3205,2670,133.5,On-Time,0.12,35,No,72,None,2023-01-01,2023-01-02
931,322938165,8592,5122,3470,173.5,Late,0.21,15,No,58,None,2023-01-01,2023-01-02
932,361726596,15592,11425,4167,208.35,Very Late,0.16,15,No,66,None,2023-01-01,2023-01-02
933,479710429,11927,7958,3969,198.45,Very Late,0.2,25,No,51,None,2023-01-01,2023-01-02
934,643973085,17437,16131,1306,65.3,Very Late,0.14,0,No,68,None,2023-01-01,2023-01-02
935,279606266,14530,12409,2121,106.05,Very Late,0.12,25,No,68,TILA,2023-01-01,2023-01-02
936,759203896,10010,7608,2402,120.1,Very Late,0.12,35,No,56,None,2023-01-01,2023-01-02
937,486357648,14207,8361,5846,292.3,Late,0.11,35,No,91,None,2023-01-01,2023-01-02
938,675591023,5989,5493,496,24.8,Late,0.13,15,No,91,None,2023-01-01,2023-01-02
939,223620654,15040,11641,3399,169.95,Late,0.2,15,Yes,69,None,2023-01-01,2023-01-02
940,832445590,12218,7135,5083,254.15,Late,0.23,0,No,58,None,2023-01-01,2023-01-02
941,122064334,9471,5865,3606,180.3,On-Time,0.22,25,No,66,None,2023-01-01,2023-01-02
942,248899044,5863,3236,2627,131.35,Late,0.2,35,No,76,None,2023-01-01,2023-01-02
943,616725588,13693,12784,909,45.45,Very Late,0.12,15,No,96,None,2023-01-01,2023-01-02
944,698552461,4177,3805,372,18.6,Very Late,0.14,0,No,51,None,2023-01-01,2023-01-02
945,976515905,7760,7399,361,18.05,Late,0.15,35,No,85,None,2023-01-01,2023-01-02
946,336415050,3011,2919,92,4.6,Very Late,0.14,15,No,68,UDAAP,2023-01-01,2023-01-02
947,757778790,19353,18009,1344,67.2,Late,0.18,35,No,66,None,2023-01-01,2023-01-02
948,685711013,14556,14233,323,16.15,Very Late,0.18,0,No,54,None,2023-01-01,2023-01-02
949,603643839,14563,12132,2431,121.55,On-Time,0.15,0,No,88,None,2023-01-01,2023-01-02
950,162468859,17051,12381,4670,233.5,On-Time,0.15,35,Yes,67,None,2023-01-01,2023-01-02
951,532020261,14022,9191,4831,241.55,Late,0.22,25,No,56,None,2023-01-01,2023-01-02
952,564233777,11234,8450,2784,139.2,Late,0.22,35,No,66,None,2023-01-01,2023-01-02
953,486193505,19173,9766,9407,470.35,Late,0.15,15,No,88,None,2023-01-01,2023-01-02
954,686882897,16178,14483,1695,84.75,Very Late,0.24,25,No,85,None,2023-01-01,2023-01-02
955,710933533,9570,7663,1907,95.35,Late,0.24,15,No,89,None,2023-01-01,2023-01-02
956,335431246,3406,2688,718,35.9,On-Time,0.15,35,No,94,None,2023-01-01,2023-01-02
957,905198682,12206,11426,780,39.0,Very Late,0.15,25,No,53,None,2023-01-01,2023-01-02
958,490850994,7431,6412,1019,50.95,Late,0.18,15,No,87,None,2023-01-01,2023-01-02
959,762106558,9542,6277,3265,163.25,Very Late,0.24,35,No,74,None,2023-01-01,2023-01-02
960,522004019,11906,10503,1403,70.15,Very Late,0.23,35,No,54,None,2023-01-01,2023-01-02
961,303780344,7146,5720,1426,71.3,Late,0.12,25,No,79,None,2023-01-01,2023-01-02
962,160084389,15046,14383,663,33.15,Very Late,0.16,35,No,61,None,2023-01-01,2023-01-02
963,962903776,15611,9743,5868,293.4,On-Time,0.18,0,No,53,Late Fee Issues,2023-01-01,2023-01-02
964,244538583,16076,13429,2647,132.35,On-Time,0.18,15,Yes,73,None,2023-01-01,2023-01-02
965,789218894,19524,19514,10,0.5,Very Late,0.13,15,No,78,None,2023-01-01,2023-01-02
966,729396475,7882,5648,2234,111.7,Late,0.23,35,No,58,None,2023-01-01,2023-01-02
967,305984285,17113,14288,2825,141.25,Very Late,0.2,35,No,53,UDAAP,2023-01-01,2023-01-02
968,624358390,16645,9181,7464,373.2,On-Time,0.23,0,No,73,None,2023-01-01,2023-01-02
969,201370985,9012,6009,3003,150.15,Very Late,0.23,25,No,63,None,2023-01-01,2023-01-02
970,582598450,10151,5471,4680,234.0,Very Late,0.21,35,No,54,None,2023-01-01,2023-01-02
971,948865360,6610,5535,1075,53.75,On-Time,0.17,35,No,67,None,2023-01-01,2023-01-02
972,956934532,12884,9796,3088,154.4,Very Late,0.19,35,No,91,None,2023-01-01,2023-01-02
973,299594780,9894,8105,1789,89.45,Very Late,0.12,35,No,68,None,2023-01-01,2023-01-02
974,731675779,16467,13431,3036,151.8,Late,0.2,15,No,61,TILA,2023-01-01,2023-01-02
975,999137673,19489,12112,7377,368.85,Late,0.13,35,No,67,UDAAP,2023-01-01,2023-01-02
976,858438071,12873,8035,4838,241.9,On-Time,0.2,15,No,66,None,2023-01-01,2023-01-02
977,495529616,15289,9417,5872,293.6,On-Time,0.13,35,No,79,None,2023-01-01,2023-01-02
978,181251088,15208,11555,3653,182.65,On-Time,0.12,25,No,73,TILA,2023-01-01,2023-01-02
979,135409403,13828,10653,3175,158.75,Late,0.12,0,No,60,None,2023-01-01,2023-01-02
980,384481363,5137,4934,203,10.15,On-Time,0.1,25,No,84,None,2023-01-01,2023-01-02
981,998231255,4286,3210,1076,53.8,On-Time,0.21,35,No,72,None,2023-01-01,2023-01-02
982,296972612,18710,17737,973,48.65,On-Time,0.21,35,No,66,None,2023-01-01,2023-01-02
983,618856453,14371,7288,7083,354.15,Late,0.18,35,No,50,None,2023-01-01,2023-01-02
984,518387393,18945,13451,5494,274.7,Very Late,0.12,25,Yes,64,None,2023-01-01,2023-01-02
985,438235596,10052,8187,1865,93.25,On-Time,0.11,35,No,81,None,2023-01-01,2023-01-02
986,998209917,6654,3529,3125,156.25,Very Late,0.1,25,No,58,None,2023-01-01,2023-01-02
987,672952298,18600,15194,3406,170.3,On-Time,0.12,15,No,64,None,2023-01-01,2023-01-02
988,442093866,11636,6486,5150,257.5,Very Late,0.23,0,Yes,77,None,2023-01-01,2023-01-02
989,493261002,9441,8283,1158,57.9,Late,0.14,0,No,73,Late Fee Issues,2023-01-01,2023-01-02
990,425830514,12667,9538,3129,156.45,Late,0.15,25,No,84,None,2023-01-01,2023-01-02
991,260045166,15149,15045,104,5.2,On-Time,0.12,15,No,71,None,2023-01-01,2023-01-02
992,653534200,4798,4546,252,12.6,Very Late,0.13,25,No,76,TILA,2023-01-01,2023-01-02
993,649952694,12600,8210,4390,219.5,Late,0.18,15,No,68,TILA,2023-01-01,2023-01-02
994,464067663,8495,7314,1181,59.05,On-Time,0.19,35,Yes,94,None,2023-01-01,2023-01-02
995,752417118,12900,8256,4644,232.2,On-Time,0.14,15,No,61,None,2023-01-01,2023-01-02
996,745535690,16673,10800,5873,293.65,Late,0.11,15,No,69,None,2023-01-01,2023-01-02
997,696258165,14130,9736,4394,219.7,Late,0.16,15,No,50,Late Fee Issues,2023-01-01,2023-01-02
998,948975759,18222,14688,3534,176.7,On-Time,0.14,0,No,70,UDAAP,2023-01-01,2023-01-02
999,705052423,4300,2552,1748,87.4,Very Late,0.13,15,No,98,Late Fee Issues,2023-01-01,2023-01-02
1000,873383043,12435,6496,5939,296.95,Very Late,0.24,35,No,94,None,2023-01-01,2023-01-02
